timestamp,close,return,prediction,strategy,buys,sells,human-return,human-strategy
2021-05-28 09:42:00+00:00,126.18,0.9997623009270264,-1,1.0002377555872561,126.18,,-0.023769907297349846,0.02377555872561743
2021-05-28 09:47:00+00:00,126.23,1.000158466048649,1,1.0006341091122155,,126.23,0.015846604864904634,0.06341091122155262
2021-05-28 09:50:00+00:00,126.25,1.0003169320972982,1,1.0007926505221993,,126.25,0.03169320972982348,0.07926505221993807
2021-05-28 09:51:00+00:00,126.25,1.0003169320972982,-1,1.0007926505221993,126.25,,0.03169320972982348,0.07926505221993807
2021-05-28 09:52:00+00:00,126.21,1.0000000000000002,-1,1.00110983383589,126.21,,2.842170943040401e-14,0.1109833835889873
2021-05-28 09:53:00+00:00,126.1,0.9991284367324302,-1,1.0019831255228204,126.1,,-0.0871563267569826,0.19831255228204725
2021-05-28 10:01:00+00:00,126.18,0.9997623009270266,1,1.002618800780884,,126.18,-0.023769907297349846,0.2618800780884101
2021-05-28 10:07:00+00:00,126.12,0.9992869027810793,-1,1.0030957840352994,126.12,,-0.07130972189206375,0.30957840352994026
2021-05-28 10:23:00+00:00,126.1,0.9991284367324301,-1,1.0032548793222202,126.1,,-0.0871563267569826,0.32548793222201766
2021-05-28 10:29:00+00:00,126.05,0.9987322716108075,-1,1.0036528384175485,126.05,,-0.12677283891925129,0.3652838417548452
2021-05-28 10:30:00+00:00,126.09,0.9990492037081057,1,1.0039713319799182,,126.09,-0.0950796291894278,0.39713319799182045
2021-05-28 10:32:00+00:00,126.05,0.9987322716108075,-1,1.0042899266112486,126.05,,-0.12677283891925129,0.428992661124866
2021-05-28 10:33:00+00:00,126.18,0.9997623009270264,1,1.0053256877414307,,126.18,-0.023769907297349846,0.5325687741430727
2021-05-28 10:37:00+00:00,126.1,0.99912843673243,-1,1.0059634835782216,126.1,,-0.0871563267569968,0.5963483578221656
2021-05-28 10:38:00+00:00,126.02,0.9984945725378337,-1,1.0066020891859526,126.02,,-0.15054274621662955,0.6602089185952593
2021-05-28 10:40:00+00:00,126.04,0.9986530385864829,-1,1.0064423617836697,126.04,,-0.1346961413517107,0.644236178366981
2021-05-28 10:43:00+00:00,126.04,0.9986530385864829,-1,1.0064423617836697,126.04,,-0.1346961413517107,0.644236178366981
2021-05-28 10:44:00+00:00,126.03,0.9985738055621585,-1,1.0065222191479308,126.03,,-0.14261944378415592,0.6522219147930883
2021-05-28 10:45:00+00:00,126.05,0.9987322716108075,-1,1.0063625170901525,126.05,,-0.12677283891925129,0.6362517090152409
