timestamp,close,return,prediction,strategy,buys,sells
2021-05-25 00:11:00,39026.46,0.99873630355739,-1,1.0012652953918957,39026.46,
2021-05-25 00:12:00,38960.0,0.9970355083857443,-1,1.0029733059548254,38960.0,
2021-05-25 00:13:00,38961.63,0.9970772221403302,-1,1.0029313455314883,38961.63,
2021-05-25 00:14:00,38956.21,0.9969385175085168,-1,1.0030708839489262,38956.21,
2021-05-25 00:15:00,38925.05,0.9961410938318922,-1,1.0038738550111046,38925.05,
2021-05-25 00:16:00,38981.13,0.9975762517197327,1,1.0053201536231557,,38981.13
2021-05-25 00:17:00,39047.1,0.9992645071737424,1,1.0070215145260983,,39047.1
2021-05-25 00:18:00,39033.59,0.9989187692446281,-1,1.0073700569138533,39033.59,
2021-05-25 00:19:00,39080.58,1.0001213025746858,1,1.0085827641994087,,39080.58
2021-05-25 00:20:00,39073.49,0.999939860537867,-1,1.0087657745165874,39073.49,
2021-05-25 00:21:00,39232.25,1.004002729052018,1,1.0128645037153936,,39232.25
2021-05-25 00:22:00,39260.99,1.0047382218782759,1,1.0136064883284805,,39260.99
2021-05-25 00:23:00,39288.69,1.0054470997936324,1,1.0143216231156245,,39288.69
2021-05-25 00:24:00,39327.8,1.0064479739910905,1,1.0153313314739343,,39327.8
2021-05-25 00:25:00,39495.41,1.010737325160509,1,1.0196585423646618,,39495.41
2021-05-25 00:26:00,39401.36,1.0083304671121598,-1,1.0220924402278169,39401.36,
2021-05-25 00:27:00,39475.35,1.0102239644752362,1,1.0240117805666389,,39475.35
2021-05-25 00:28:00,39347.46,1.00695109817217,-1,1.0273400987507522,39347.46,
2021-05-25 00:29:00,39509.81,1.0111058393114518,1,1.0315789661397063,,39509.81
2021-05-25 00:30:00,39351.95,1.0070660029317349,-1,1.0357171360549153,39351.95,
2021-05-25 00:31:00,39345.56,1.006902474777254,-1,1.035885343916219,39345.56,
2021-05-25 00:32:00,39423.46,1.0088960339688158,1,1.0379362860883745,,39423.46
2021-05-25 00:33:00,39415.71,1.0086977017000787,-1,1.0381403673092173,39415.71,
2021-05-25 00:34:00,39465.56,1.0099734260351154,1,1.0394533284942464,,39465.56
2021-05-25 00:35:00,39635.61,1.0143252198801105,1,1.0439321459368585,,39635.61
2021-05-25 00:36:00,39532.8,1.0116941823899375,-1,1.0466470222907662,39532.8,
2021-05-25 00:37:00,39586.14,1.013059220224057,1,1.048059220570903,,39586.14
2021-05-25 00:38:00,39608.4,1.0136288816823904,-1,1.0474702091932682,39608.4,
2021-05-25 00:39:00,39702.04,1.016025247313942,1,1.0499465806293489,,39702.04
2021-05-25 00:40:00,39739.18,1.01697570672825,1,1.0509287723757823,,39739.18
2021-05-25 00:41:00,39692.23,1.0157741970486118,-1,1.0521718646853613,39692.23,
2021-05-25 00:42:00,39757.3,1.0174394203681871,1,1.053896757019077,,39757.3
2021-05-25 00:43:00,39792.98,1.0183525165421914,1,1.0548425716566514,,39792.98
2021-05-25 00:44:00,39700.67,1.0159901872870813,-1,1.0572952385207026,39700.67,
2021-05-25 00:45:00,39667.76,1.0151479789046127,-1,1.0581724139977076,39667.76,
2021-05-25 00:46:00,39519.72,1.0113594487028308,-1,1.0621363045356016,39519.72,
2021-05-25 00:47:00,39536.55,1.011790149616746,-1,1.0616841721668102,39536.55,
2021-05-25 00:48:00,39535.98,1.0117755625982712,-1,1.0616994787300502,39535.98,
2021-05-25 00:49:00,39532.72,1.0116921350890993,-1,1.0617870300116383,39532.72,
2021-05-25 00:50:00,39629.29,1.0141634831138635,1,1.0643807491761235,,39629.29
2021-05-25 00:51:00,39670.04,1.0152063269785123,1,1.0654752304431088,,39670.04
2021-05-25 00:52:00,39643.75,1.0145335327404357,-1,1.0661818069856495,39643.75,
2021-05-25 00:53:00,39641.54,1.01447697605477,-1,1.0662412461949597,39641.54,
2021-05-25 00:54:00,39500.01,1.0108550449587272,-1,1.0700616281030648,39500.01,
2021-05-25 00:55:00,39545.36,1.0120156086215941,-1,1.0688344981734226,39545.36,
2021-05-25 00:56:00,39547.63,1.0120737007828884,-1,1.068773147991102,39547.63,
2021-05-25 00:57:00,39523.54,1.011457207317873,-1,1.0694245761054637,39523.54,
2021-05-25 00:58:00,39433.9,1.0091632067282503,-1,1.0718555610955889,39433.9,
2021-05-25 00:59:00,39468.39,1.0100458493022806,-1,1.0709189052476513,39468.39,
2021-05-25 01:00:00,39516.16,1.0112683438155143,-1,1.0696243008097785,39516.16,
2021-05-25 01:01:00,39507.0,1.0110339278694975,-1,1.0698723013817133,39507.0,
2021-05-25 01:02:00,39561.55,1.0124299311288005,1,1.0713495467822844,,39561.55
