timestamp,close,return,prediction,strategy,buys,sells
2021-05-26 11:29:00+00:00,328.9,1.0000304053026847,-1,0.9999695956217696,328.9,
2021-05-26 12:00:00+00:00,326.971,0.9941652224147892,-1,1.00586902202336,326.971,
2021-05-26 12:03:00+00:00,328.45,0.9986621666818694,1,1.0104189065194544,,328.45
2021-05-26 12:04:00+00:00,328.45,0.9986621666818694,-1,1.0104189065194544,328.45,
2021-05-26 12:06:00+00:00,328.78,0.9996655416704673,-1,1.0094047382636255,328.78,
2021-05-26 12:07:00+00:00,328.7793,0.9996634132992793,-1,1.0094068873749498,328.7793,
2021-05-26 12:09:00+00:00,328.43,0.9986013560764998,-1,1.010480436763739,328.43,
2021-05-26 12:11:00+00:00,328.51,0.9988445984979779,-1,1.0102343607388353,328.51,
2021-05-26 12:12:00+00:00,328.62,0.9991790568275106,-1,1.0098962018328612,328.62,
2021-05-26 12:13:00+00:00,328.7,0.9994222992489888,-1,1.0096504102412986,328.7,
2021-05-26 12:14:00+00:00,328.87,0.9999391893946302,-1,1.009128500156034,328.87,
2021-05-26 12:27:00+00:00,328.8,0.9997263522758367,-1,1.0093433389486461,328.8,
2021-05-26 12:29:00+00:00,328.9,1.0000304053026845,-1,1.0090364543822283,328.9,
2021-05-26 12:31:00+00:00,328.87,0.9999391893946302,-1,1.009128500156034,328.87,
2021-05-26 12:32:00+00:00,328.89,0.9999999999999997,-1,1.0090671344410438,328.89,
2021-05-26 12:39:00+00:00,328.8,0.9997263522758366,-1,1.0093433389486461,328.8,
2021-05-26 12:40:00+00:00,328.82,0.9997871628812062,-1,1.0092819471027155,328.82,
2021-05-26 12:44:00+00:00,328.82,0.9997871628812062,-1,1.0092819471027155,328.82,
2021-05-26 12:45:00+00:00,328.82,0.9997871628812062,-1,1.0092819471027155,328.82,
2021-05-26 12:47:00+00:00,328.6,0.9991182462221408,-1,1.0099576684306601,328.6,
2021-05-26 12:49:00+00:00,328.5,0.9988141931952929,-1,1.0102651136874123,328.5,
2021-05-26 12:50:00+00:00,328.66,0.9993006780382496,-1,1.0097732910798847,328.66,
2021-05-26 12:58:00+00:00,328.54,0.9989358144060322,-1,1.010142113125692,328.54,
2021-05-26 13:00:00+00:00,328.5,0.998814193195293,-1,1.0102651136874121,328.5,
2021-05-26 13:02:00+00:00,328.84,0.9998479734865757,1,1.0113107457685497,,328.84
2021-05-26 13:03:00+00:00,327.79,0.9966554167046731,-1,1.0145502475320476,327.79,
2021-05-26 13:07:00+00:00,328.5,0.9988141931952931,1,1.016747784600743,,328.5
2021-05-26 13:08:00+00:00,328.7,0.9994222992489888,-1,1.0161291367245031,328.7,
2021-05-26 13:09:00+00:00,328.6,0.9991182462221411,-1,1.0164383665287404,328.6,
2021-05-26 13:10:00+00:00,328.7,0.9994222992489888,-1,1.0161291367245031,328.7,
2021-05-26 13:12:00+00:00,328.55,0.998966219708717,-1,1.0165930520205269,328.55,
2021-05-26 13:13:00+00:00,328.35,0.9983581136550214,-1,1.0172122650870843,328.35,
2021-05-26 13:14:00+00:00,328.52,0.9988750038006627,-1,1.016685885916669,328.52,
2021-05-26 13:15:00+00:00,328.5,0.9988141931952932,-1,1.016747784600743,328.5,
2021-05-26 13:16:00+00:00,328.41,0.9985405454711301,-1,1.017026421976627,328.41,
