timestamp,close,return,prediction,strategy
2021-05-25 17:04:00+00:00,190.4755,1.0015227206643604,-1,0.9984795944885301
2021-05-25 17:05:00+00:00,189.9808,0.9989215814631892,-1,1.0010795827788914
2021-05-25 17:06:00+00:00,189.99,0.9989699551859522,-1,1.0010311069003632
2021-05-25 17:07:00+00:00,190.4234,1.0012487781691493,-1,0.9987527793327922
2021-05-25 17:08:00+00:00,190.3583,1.000906481500469,-1,0.9990943394640527
2021-05-25 17:09:00+00:00,190.284,1.0005158111090255,-1,0.9994844548149082
2021-05-25 17:10:00+00:00,189.95,0.9987596346522009,-1,1.0012419057646749
2021-05-25 17:11:00+00:00,190.01,0.999075115452828,-1,1.0009257407504868
2021-05-25 17:12:00+00:00,190.4,1.0011257406569047,1,1.002980164406572
2021-05-25 17:13:00+00:00,190.59,1.002124763192224,-1,1.0019802891180614
2021-05-25 17:14:00+00:00,190.41,1.0011783207903424,-1,1.0029274896434606
2021-05-25 17:15:00+00:00,190.5,1.0016515419912833,-1,1.0024536656326053
2021-05-25 17:16:00+00:00,190.5,1.0016515419912833,-1,1.0024536656326053
2021-05-25 17:17:00+00:00,190.77,1.0030712055941056,1,1.0038744661035806
2021-05-25 17:18:00+00:00,190.925,1.0038861976623925,-1,1.0030594835594087
2021-05-25 17:19:00+00:00,191.3899,1.0063306480659187,1,1.005501920924378
2021-05-25 17:20:00+00:00,190.745,1.002939755260511,-1,1.0089014762930857
2021-05-25 17:21:00+00:00,190.69,1.0026505645266026,-1,1.009192469953981
2021-05-25 17:22:00+00:00,191.0,1.0042805486631765,-1,1.0075545135891342
2021-05-25 17:23:00+00:00,190.8077,1.0032694326971663,-1,1.008569948149496
2021-05-25 17:24:00+00:00,190.81,1.003281526127857,-1,1.0085577909728245
2021-05-25 17:25:00+00:00,190.67,1.0025454042597268,-1,1.0092983274533207
2021-05-25 17:26:00+00:00,190.21,1.0001267181215852,-1,1.0117391940251543
2021-05-25 17:27:00+00:00,190.301,1.0006051973358696,-1,1.011255390647052
2021-05-25 17:28:00+00:00,190.724,1.0028293369802912,-1,1.0090125631568374
2021-05-25 17:29:00+00:00,190.77,1.0030712055941056,-1,1.0087692619150004
2021-05-25 17:30:00+00:00,190.579,1.0020669250454424,-1,1.0097802596063816
2021-05-25 17:31:00+00:00,190.56,1.0019670227919104,-1,1.0098809408875138
2021-05-25 17:32:00+00:00,190.62,1.0022825035925376,-1,1.0095630683848738
2021-05-25 17:33:00+00:00,190.65,1.0024402439928513,-1,1.0094042071624683
2021-05-25 17:34:00+00:00,190.01,0.9990751154528281,-1,1.012804126601361
2021-05-25 17:35:00+00:00,189.82,0.9980760929175087,-1,1.0138178911364693
2021-05-25 17:36:00+00:00,189.625,0.9970507803154703,-1,1.0148604461201034
2021-05-25 17:37:00+00:00,190.115,0.9996272068539258,1,1.017482893680282
2021-05-25 17:38:00+00:00,189.89,0.9984441538515738,-1,1.018688505619184
2021-05-25 17:39:00+00:00,190.0,0.9990225353193903,-1,1.018098738589615
2021-05-25 17:40:00+00:00,190.135,0.9997323671208014,-1,1.0173758662635857
2021-05-25 17:41:00+00:00,189.99,0.9989699551859524,-1,1.0181523255541178
2021-05-25 17:42:00+00:00,190.55,1.0019144426584727,1,1.0211533535151172
2021-05-25 17:43:00+00:00,190.61,1.0022299234590997,-1,1.0208319160186015
2021-05-25 17:44:00+00:00,191.43,1.0065414944010045,1,1.0252235123206592
2021-05-25 17:45:00+00:00,190.84,1.0034392665281704,-1,1.0283930882600283
2021-05-25 17:46:00+00:00,191.63,1.0075930970697617,1,1.0326502174767827
2021-05-25 17:47:00+00:00,192.42,1.0117469276113529,1,1.0369073466935372
2021-05-25 17:48:00+00:00,192.8091,1.01379282060342,-1,1.0348148072407912
2021-05-25 17:49:00+00:00,192.51,1.0122201488122935,-1,1.0364225840256114
2021-05-25 17:50:00+00:00,192.32,1.0112211262769741,-1,1.0374465040077496
2021-05-25 17:51:00+00:00,192.2,1.0105901646757198,-1,1.0380942333546848
2021-05-25 17:52:00+00:00,192.1701,1.0104329500767406,-1,1.0382557518093107
2021-05-25 17:53:00+00:00,191.8296,1.0086425965331816,-1,1.0400986690832406
2021-05-25 17:54:00+00:00,192.1,1.0100643633413413,-1,1.0386346259800645
2021-05-25 17:55:00+00:00,192.15,1.0103272640085306,-1,1.0383643593586802
2021-05-25 17:56:00+00:00,193.17,1.0156904376191924,1,1.0438763637643311
2021-05-25 17:57:00+00:00,193.8364,1.0191943777114916,-1,1.0402875682191572
2021-05-25 17:58:00+00:00,193.99,1.0200020085610972,-1,1.0394638753974732
2021-05-25 17:59:00+00:00,193.6822,1.0183835920538797,-1,1.0411157927179464
