,price,return,signal,prediction,strategy
0,35430.96,,sell,1.0,
0,35411.93,-0.0005372451761276775,buy,-1.0,1.0005373895181653
0,35406.41,-0.00015589182155851817,buy,-1.0,1.0006933772726463
0,35279.44,-0.003592519197498777,buy,-1.0,1.0042948527527646
0,35462.43,0.005173468220172975,sell,1.0,1.0095040033261644
0,35434.5,-0.0007879043971268671,buy,-1.0,1.0102997093982946
0,35380.81,-0.0015163390596576495,buy,-1.0,1.0118328283799574
0,35415.35,0.0009757592146375927,buy,-1.0,1.0108460047034373
0,35316.5,-0.0027950651468764435,buy,-1.0,1.0136753373826364
0,35285.16,-0.0008877978806297969,buy,-1.0,1.0145756757989441
0,35221.74,-0.0017989733516543497,buy,-1.0,1.0164025131260943
0,35217.44,-0.00012209114317735466,buy,-1.0,1.0165266144465321
0,35285.28,0.001924465352187633,sell,1.0,1.0184847682908786
0,35185.47,-0.0028326665102785496,buy,-1.0,1.021373886006888
0,35110.98,-0.0021193112278317864,buy,-1.0,1.0235407905127905
0,35195.72,0.0024105822356811114,sell,1.0,1.0260110960009325
0,35264.04,0.0019392635288898207,sell,1.0,1.0280027324294185
0,35230.21,-0.0009597946668567948,buy,-1.0,1.0289898776220838
0,35286.72,0.0016027360265607284,sell,1.0,1.0306403990917095
0,35236.37,-0.0014279013740008811,buy,-1.0,1.0321131031215023
0,35081.72,-0.0043985907279939255,buy,-1.0,1.0366629453583636
0,35051.49,-0.0008620738127394116,buy,-1.0,1.037557010655964
0,35107.19,0.0015878295230921905,sell,1.0,1.039205782947628
0,35251.33,0.004097306243815819,sell,1.0,1.0434724622675642
0,35322.72,0.0020231239201978037,sell,1.0,1.0455856732891422
0,35232.02,-0.002571054757285447,buy,-1.0,1.0482773901015
0,35231.46,-1.5894758533303945e-05,buy,-1.0,1.0482940523499125
0,35203.79,-0.0007856861847838014,buy,-1.0,1.0491180061466066
0,35160.15,-0.0012404082430694037,buy,-1.0,1.0504201481962916
0,35167.34,0.00020447196466260667,buy,-1.0,1.050205388681767
0,35107.3,-0.001708724928606699,buy,-1.0,1.0520014348469933
0,35180.08,0.0020709272706197646,sell,1.0,1.054182310745401
0,35226.31,0.0013132332631724808,sell,1.0,1.0555676074310751
0,35215.37,-0.00031061156088133896,buy,-1.0,1.0558955298588473
0,35176.76,-0.0010969977431270115,buy,-1.0,1.0570544804389417
0,35194.88,0.000514980193738698,buy,-1.0,1.0565102584616102
0,35242.79,0.001360351851171439,sell,1.0,1.05794846215723
0,35268.98,0.0007428547377091026,buy,-1.0,1.0571628519631189
0,35326.68,0.001634661758199751,sell,1.0,1.0588923688518486
0,35367.16,0.0011452201330193915,sell,1.0,1.0601057283606143
0,35459.22,0.0025995978290692112,sell,1.0,1.062865162065579
0,35368.14,-0.002571888891662944,buy,-1.0,1.0656022514053332
0,35360.26,-0.0002228242129781316,buy,-1.0,1.0658397198442269
0,35313.63,-0.001319582288915942,buy,-1.0,1.067247111441645
0,35237.17,-0.0021675170213495453,buy,-1.0,1.0695628965668644
0,35293.46,0.001596186279673231,sell,1.0,1.0712714814347115
0,35213.74,-0.002261330303045506,buy,-1.0,1.0736967211990756
0,35213.7,-1.135920885360699e-06,buy,-1.0,1.0736979408342984
0,35188.22,-0.0007238439267711845,buy,-1.0,1.0744754119178728
0,35170.43,-0.0005056947618840021,buy,-1.0,1.0750189059149042
0,35208.77,0.001089526558775219,buy,-1.0,1.0738482820943966
0,35218.69,0.0002817083014383239,buy,-1.0,1.0735458127249118
0,35285.72,0.0019014419153488861,sell,1.0,1.0755890396543333
0,35182.67,-0.002924717691357564,buy,-1.0,1.078739438715473
0,35166.84,-0.00045003867879611506,buy,-1.0,1.0792250224447721
0,35243.54,0.0021786569065054876,sell,1.0,1.0815788466502314
0,35281.49,0.001076213754546985,sell,1.0,1.0827434832681868
0,35339.14,0.001632667757452834,sell,1.0,1.0845126875112732
0,35245.47,-0.0026541212025422184,buy,-1.0,1.087394938859863
0,35216.44,-0.0008239913349644094,buy,-1.0,1.0882913121183495
0,35188.61,-0.0007905683313761915,buy,-1.0,1.089152020944764
0,35281.77,0.0026439492527021552,sell,1.0,1.0920354938148549
0,35249.71,-0.0009090976740604194,buy,-1.0,1.0930287121401037
0,35300.04,0.0014267948090036049,sell,1.0,1.094589352925007
0,35201.72,-0.002789152036458531,buy,-1.0,1.0976465906162216
0,35186.82,-0.00042336437785336456,buy,-1.0,1.0981113934657027
0,35159.38,-0.0007801416819022765,buy,-1.0,1.0989684101888846
0,35140.68,-0.0005320052483895895,buy,-1.0,1.0995532226987885
0,35114.28,-0.0007515483958034313,buy,-1.0,1.1003799007647848
0,35224.76,0.003141359076058972,sell,1.0,1.1038420241925326
0,35279.95,0.0015655694852893453,sell,1.0,1.105571519051126
0,35264.91,-0.0004263953526271667,buy,-1.0,1.106043030126768
0,35254.46,-0.00029637247401663696,buy,-1.0,1.1063708794163283
0,35193.22,-0.0017385956620833288,buy,-1.0,1.108296084119264
0,35220.35,0.0007705901388752678,buy,-1.0,1.1074423710595656
0,35213.01,-0.0002084239634901965,buy,-1.0,1.107673212643502
0,35181.82,-0.0008861446796875764,buy,-1.0,1.1086552063977295
0,35174.16,-0.00021774979270459014,buy,-1.0,1.108896642124439
0,35096.52,-0.0022097418608372356,buy,-1.0,1.111349726797636
0,35082.96,-0.00038643774985926604,buy,-1.0,1.1117792772772812
0,34901.97,-0.005172267900881429,buy,-1.0,1.1175445945758296
0,34849.3,-0.0015102236851228775,buy,-1.0,1.1192336119677515
0,34785.23,-0.0018401795224239595,buy,-1.0,1.1212950989126065
0,34873.44,0.002532636559097699,sell,1.0,1.124138531043861
0,34843.39,-0.000862058755711179,buy,-1.0,1.1251080223263645
0,34716.42,-0.0036506753257460143,buy,-1.0,1.1292229329535197
0,34728.82,0.0003571159126755157,buy,-1.0,1.1288197414725356
0,35007.38,0.007989006615544636,sell,1.0,1.1378740089997534
0,34929.17,-0.002236599677936541,buy,-1.0,1.14042182580284
0,35065.33,0.003890596311181492,sell,1.0,1.1448673890899526
0,35191.22,0.003583726634306903,sell,1.0,1.1489776414563937
0,35262.98,0.0020370687571472294,sell,1.0,1.151320573459061
0,35345.8,0.0023458849729760126,sell,1.0,1.154024609530144
0,35734.62,0.010940393380322483,sell,1.0,1.1667194091577524
0,35605.0,-0.003633889348937386,buy,-1.0,1.1709668510848703
0,35640.35,0.0009923455467873502,buy,-1.0,1.1698054237087125
0,35578.72,-0.0017307166573157545,buy,-1.0,1.1718317784584944
0,35624.17,0.0012766337482323538,sell,1.0,1.1733287337826583
0,35556.87,-0.001890953547566653,buy,-1.0,1.1755495429760312
0,35502.65,-0.001526044941546304,buy,-1.0,1.17734485392381
0,35402.87,-0.0028144512828969324,buy,-1.0,1.1806631009903479
0,35386.15,-0.00047238965339335806,buy,-1.0,1.1812209657778017
0,35468.04,0.0023115086478869284,sell,1.0,1.183954526362594
0,35419.23,-0.0013771163063214065,buy,-1.0,1.1855860926171893
0,35449.88,0.0008649749350873302,buy,-1.0,1.1845610337527106
0,35547.66,0.002754463374983393,sell,1.0,1.1878283615371867
0,35443.6,-0.0029316305846175186,buy,-1.0,1.1913157448532596
0,35547.09,0.002915595645328181,sell,1.0,1.194794208283466
0,35487.96,-0.0016648123329836935,buy,-1.0,1.1967849730818878
0,35536.68,0.0013719184677761214,sell,1.0,1.1984279912742142
0,35509.65,-0.0007609119655911024,buy,-1.0,1.1993402364978123
