,price,return,signal,prediction,strategy
0,33700.0,-0.0011050272146725074,buy,-1.0,1.1189854689783398
0,33763.45,0.0018810190913272522,sell,1.0,1.1210922828657781
0,33750.18,-0.00039310581199330965,buy,-1.0,1.1215330773917223
0,33717.09,-0.000980920160346894,buy,-1.0,1.1226337515463096
0,33721.0,0.00011595820713144484,buy,-1.0,1.1225035804965617
0,33793.8,0.0021565650261777237,sell,1.0,1.1249269445919372
0,33795.02,3.610064505127944e-05,buy,-1.0,1.1248863347366274
0,33819.84,0.0007341581751349961,buy,-1.0,1.1240607933139546
0,33842.92,0.0006822069006682987,buy,-1.0,1.1232942127969754
0,33801.5,-0.0012246392289742014,buy,-1.0,1.1246706856249282
0,33768.41,-0.0009794301234149492,buy,-1.0,1.1257727615884492
0,33925.94,0.004654163437799206,sell,1.0,1.1310245037679902
0,33967.72,0.0012307483577648959,sell,1.0,1.1324173672750124
0,34014.58,0.0013785943523986948,sell,1.0,1.1339795880490444
0,33997.39,-0.000505499263322222,buy,-1.0,1.134552958802463
0,33970.97,-0.0007774205918944302,buy,-1.0,1.1354353265762285
0,33882.77,-0.0025997107801263232,buy,-1.0,1.138390970279622
0,33973.15,0.0026638811601607175,sell,1.0,1.1414275512880188
0,34005.4,0.0009488287825936882,sell,1.0,1.1425110845644162
0,33968.24,-0.001093365125125137,buy,-1.0,1.1437609494941983
0,33983.99,0.00046356095398307457,buy,-1.0,1.1432308694490203
0,33962.71,-0.0006263733395663359,buy,-1.0,1.14394718310308
0,34009.99,0.001391146964149974,sell,1.0,1.1455396892021843
0,34027.25,0.0005073692104577742,sell,1.0,1.1461210482392095
0,34040.16,0.0003793298483020028,sell,1.0,1.1465558886313296
0,34086.68,0.0013656880968023989,sell,1.0,1.1481227960706342
0,34067.21,-0.0005713540497735029,buy,-1.0,1.1487789681152336
0,33993.86,-0.002155418020833766,buy,-1.0,1.1512577374374364
0,33923.2,-0.002080773976207187,buy,-1.0,1.1536557385613673
0,33989.89,0.001963981360191809,sell,1.0,1.1559237233388842
0,34157.18,0.004909685362666292,sell,1.0,1.1616128997286095
0,34205.02,0.0013996041031285515,sell,1.0,1.1632398361771985
0,34109.56,-0.00279472001825086,buy,-1.0,1.166495312787318
0,34128.66,0.000559803596834897,buy,-1.0,1.1658424872596167
0,34039.44,-0.002617648165204137,buy,-1.0,1.168898250418861
0,34047.25,0.00022941341499356293,buy,-1.0,1.1686301202369587
0,34068.97,0.0006377335893311386,sell,1.0,1.1693756326120124
0,34040.21,-0.0008445264414977798,buy,-1.0,1.1703636183851296
0,34075.6,0.0010391127459066197,sell,1.0,1.1715803902104107
0,34040.07,-0.0010432255374521482,buy,-1.0,1.172803250541314
0,34147.62,0.0031545309479294277,sell,1.0,1.1765087361527042
0,34122.97,-0.000722126499014618,buy,-1.0,1.177358631116307
0,34115.33,-0.0002239211713047912,buy,-1.0,1.1776222961590233
0,34128.73,0.0003927081762783641,buy,-1.0,1.1771599250491538
0,34211.99,0.0024366158622135263,sell,1.0,1.1800317088910837
0,34269.41,0.0016769520908226484,sell,1.0,1.1820122256843053
0,34222.26,-0.0013768099813642593,buy,-1.0,1.1836407527436235
0,34172.73,-0.001448351952631429,buy,-1.0,1.1853563232140947
0,34183.15,0.0003048750182341531,buy,-1.0,1.184994992766553
0,34184.98,5.353371521029332e-05,buy,-1.0,1.1849315572800685
0,34154.94,-0.0008791348288020068,buy,-1.0,1.1859737299198299
0,34091.82,-0.001849758669793379,buy,-1.0,1.1881695253285978
0,34069.78,-0.0006466984568475522,buy,-1.0,1.1889381612381411
0,33986.09,-0.0024594511005746125,buy,-1.0,1.191865895340947
0,33936.12,-0.001471389373677904,buy,-1.0,1.1936208849741217
0,33866.75,-0.0020462267808016503,buy,-1.0,1.1960658045719768
0,33893.28,0.0007830575445623348,buy,-1.0,1.195129582825504
0,33836.43,-0.0016787319287485945,buy,-1.0,1.1971375699796933
0,33869.03,0.000962994787106398,buy,-1.0,1.1959852876503403
0,33896.28,0.0008042463457720693,buy,-1.0,1.1950238075384083
0,33794.77,-0.0029992170631939815,buy,-1.0,1.1986133235109457
0,33828.04,0.000983987583018924,buy,-1.0,1.1974344829611174
0,33846.88,0.000556779394396157,buy,-1.0,1.1967679616847402
0,33872.45,0.0007551758475811919,buy,-1.0,1.1958645325917672
0,33849.1,-0.0006895884965806094,buy,-1.0,1.1966894714183836
0,33847.07,-5.9973850828127716e-05,buy,-1.0,1.1967612436464368
0,33835.48,-0.00034248118941384285,buy,-1.0,1.197171182054695
0,33866.64,0.000920502997549256,buy,-1.0,1.1960696894344405
0,34056.92,0.005602783415923548,sell,1.0,1.2027898169849025
0,34115.92,0.0017308950230125937,sell,1.0,1.2048735227105556
0,34198.87,0.002428465073699949,sell,1.0,1.2078030716926391
0,34200.0,3.304148153618151e-05,buy,-1.0,1.2077631647490423
0,34311.59,0.0032575539023265644,sell,1.0,1.2117039335079411
0,34294.75,-0.000490916738546321,buy,-1.0,1.2122989252848246
0,34225.54,-0.0020201322421953363,buy,-1.0,1.2147504047536355
0,34154.52,-0.0020772144843554277,buy,-1.0,1.2172763244194837
0,34053.63,-0.0029582996629738028,buy,-1.0,1.2208827243354599
0,34247.56,0.005678686451754791,sell,1.0,1.2278354570318089
0,34362.95,0.0033636277821995878,sell,1.0,1.2319723921415482
0,34409.84,0.0013636209107074002,sell,1.0,1.2336534813806126
0,34455.12,0.0013150376192862206,sell,1.0,1.2352768492787756
0,34296.7,-0.004608467975876133,buy,-1.0,1.2409827206443225
0,34332.07,0.0010307631371402495,buy,-1.0,1.2397042204306974
0,34365.88,0.0009843089271157001,sell,1.0,1.2409250731113763
0,34362.15,-0.00010854377765975183,buy,-1.0,1.2410597751170047
0,34270.85,-0.0026605293038318868,buy,-1.0,1.2443660472832387
0,34188.73,-0.002399081016489144,buy,-1.0,1.2473549661405023
0,34247.91,0.001729483351350152,sell,1.0,1.249514112353193
0,34175.16,-0.0021264765645280506,buy,-1.0,1.2521740019242642
0,34151.59,-0.0006899201538176811,buy,-1.0,1.2530382000838627
0,34111.88,-0.001163433516614695,buy,-1.0,1.2544968750946017
0,34106.03,-0.0001715092125906016,buy,-1.0,1.2547120513176715
0,34058.77,-0.0013866396607196357,buy,-1.0,1.2564530916296168
0,34118.06,0.0017393010190369321,sell,1.0,1.2586403433654465
0,34082.0,-0.0010574771740776187,buy,-1.0,1.259972030789358
0,34033.78,-0.0014158248809597593,buy,-1.0,1.2617571939808891
0,34161.57,0.003747767247344501,sell,1.0,1.2664948385157841
0,34143.04,-0.0005425695411941537,buy,-1.0,1.2671821864894177
0,34198.04,0.0016095739743701345,sell,1.0,1.2692234523010422
0,34259.55,0.0017970254738110224,sell,1.0,1.271506329756915
0,34328.49,0.002010263690767668,sell,1.0,1.274064963666976
0,34350.26,0.000633966131565925,buy,-1.0,1.2732575056081714
0,34315.01,-0.0010267200026033083,buy,-1.0,1.2745654558921053
0,34338.35,0.0006799376141007106,buy,-1.0,1.2736991254557122
0,34339.43,3.1451220470203144e-05,buy,-1.0,1.2736590666936567
0,34380.06,0.0011824885410044866,sell,1.0,1.2751660447617188
0,34410.95,0.0008980825278245276,sell,1.0,1.27631176350458
0,34376.75,-0.000994363899882184,buy,-1.0,1.2775815130391304
0,34289.33,-0.00254623672214844,buy,-1.0,1.2808386830062857
0,34306.67,0.0005055688486015495,buy,-1.0,1.280191294531586
0,34328.57,0.0006381561641868428,sell,1.0,1.2810085172276462
0,34253.0,-0.00220379995923925,buy,-1.0,1.2838347167910975
0,34254.83,5.3424550169941664e-05,buy,-1.0,1.283766130330977
0,34343.98,0.00259917191534884,sell,1.0,1.2871071993282253
0,34314.87,-0.0008479606560338205,buy,-1.0,1.288199078463202
0,34334.98,0.0005858716537682607,buy,-1.0,1.2874445801798802
0,34392.96,0.0016872326961804623,sell,1.0,1.2896186323202579
0,34401.87,0.00025903109433725465,buy,-1.0,1.289284624255755
0,34388.74,-0.000381738151746358,buy,-1.0,1.289776887337115
0,34350.18,-0.0011219263859449501,buy,-1.0,1.2912247340958718
0,34331.85,-0.0005337640845849631,buy,-1.0,1.2919141274544
0,34368.39,0.0010637518426608577,sell,1.0,1.2932891346916207
0,34326.52,-0.001219013320925301,buy,-1.0,1.2948666326747993
0,34273.0,-0.0015603610887911746,buy,-1.0,1.2968886693269963
0,34315.13,0.0012284926064765748,sell,1.0,1.2984828664979104
0,34228.14,-0.002538252018159274,buy,-1.0,1.3017829296785757
0,34179.65,-0.00141767503733929,buy,-1.0,1.3036297436237188
0,34105.76,-0.0021641527476806426,buy,-1.0,1.3064540525309636
0,34123.3,0.0005141504334484685,buy,-1.0,1.3057825112649843
0,34164.13,0.0011958278372925443,buy,-1.0,1.3042219534537671
0,34199.84,0.0010447024433435936,sell,1.0,1.3055851892791148
0,34177.3,-0.0006592846912410894,buy,-1.0,1.3064462254102995
0,34245.0,0.0019788876460669898,sell,1.0,1.309034095413497
0,34150.01,-0.002777689807343643,buy,-1.0,1.3126752407227757
0,34261.53,0.0032602715501583853,sell,1.0,1.3169619025083916
0,34229.47,-0.0009361814644709795,buy,-1.0,1.318195395127308
0,34195.25,-0.0010002233944967074,buy,-1.0,1.3195145446121417
0,34306.27,0.003241390766326728,sell,1.0,1.323798546183788
0,34398.58,0.002687148157538615,sell,1.0,1.3273605727112487
0,34450.42,0.0015059045097726494,sell,1.0,1.3293609567994682
0,34390.44,-0.0017425701880449719,buy,-1.0,1.3316794810808914
0,34356.11,-0.000998741110750627,buy,-1.0,1.3330101485105132
0,34354.0,-6.141745372441989e-05,buy,-1.0,1.3330920211138013
0,34386.44,0.0009438404062653053,sell,1.0,1.334350841197778
0,34317.69,-0.002001335958909334,buy,-1.0,1.3370239995698114
0,34284.03,-0.000981316582183895,buy,-1.0,1.3383366873671774
0,34312.21,0.0008216194236087114,sell,1.0,1.339436742636351
0,34397.95,0.0024957020767476055,sell,1.0,1.3427837525291453
0,34531.14,0.0038645560463288244,sell,1.0,1.347983055627131
0,34627.85,0.002796745962805001,sell,1.0,1.3517582985328012
0,34599.3,-0.0008248209443436922,buy,-1.0,1.3528737170361553
0,34562.02,-0.001078059343303828,buy,-1.0,1.3543329816327014
0,34506.62,-0.0016042016139543084,buy,-1.0,1.3565073483826888
0,34595.0,0.0025579732628803788,sell,1.0,1.35998169966514
0,34575.53,-0.0005629565225018677,buy,-1.0,1.3607475257766264
0,34572.62,-8.416711081099541e-05,buy,-1.0,1.360862060784387
0,34538.83,-0.00097784094220054,buy,-1.0,1.3621934182459428
0,34717.07,0.005147298454980919,sell,1.0,1.3692231107650046
0,34699.8,-0.0004975735827992123,buy,-1.0,1.3699045695377614
0,34681.08,-0.000539629951487285,buy,-1.0,1.3706440105684832
0,34564.97,-0.0033535518290906475,buy,-1.0,1.3752482522636766
0,34613.28,0.0013966819875690327,sell,1.0,1.3771703787132832
0,34574.2,-0.0011296842768696383,buy,-1.0,1.3787270255308557
0,34567.4,-0.0001966977918335813,buy,-1.0,1.3789982447655567
0,34558.61,-0.0002543181661252861,buy,-1.0,1.379348993669274
0,34507.87,-0.001469309254747595,buy,-1.0,1.3813771735580582
0,34500.2,-0.00022229284289760053,buy,-1.0,1.3816842779493719
0,34517.99,0.0005155162832867404,buy,-1.0,1.3809721807703437
0,34485.36,-0.0009457512550374801,buy,-1.0,1.3822788547403568
0,34497.87,0.0003626968507314646,buy,-1.0,1.381777597460623
0,34512.56,0.0004257327543639479,buy,-1.0,1.3811894546828434
0,34466.81,-0.0013264837503827519,buy,-1.0,1.3830227957304118
0,34464.39,-7.021493898245486e-05,buy,-1.0,1.3831199080009515
0,34423.8,-0.0011784314465883056,buy,-1.0,1.3847507807420711
0,34426.51,7.872150470773588e-05,buy,-1.0,1.3846417753675557
0,34393.0,-0.0009738518233673701,buy,-1.0,1.3859908680867885
0,34402.24,0.00026862323775764154,buy,-1.0,1.3856186087332953
0,34357.06,-0.001314149693266681,buy,-1.0,1.3874407160015707
0,34369.2,0.0003532856327774629,buy,-1.0,1.3869506397038316
0,34318.42,-0.0014785782139850549,buy,-1.0,1.3890028715223175
0,34343.3,0.0007247124333306528,buy,-1.0,1.3879966085410815
0,34451.59,0.0031482015434593,sell,1.0,1.3923731871674485
0,34451.11,-1.3932690591367376e-05,buy,-1.0,1.3923925868073972
0,34463.08,0.0003473885456791008,buy,-1.0,1.3919089695780584
0,34552.96,0.002604613385880465,sell,1.0,1.3955390797767309
0,34526.5,-0.0007660743524644053,buy,-1.0,1.3966085760781484
0,34483.5,-0.0012461963647278373,buy,-1.0,1.3983501095295485
0,34392.9,-0.002630801036477068,buy,-1.0,1.4020337337637183
0,34370.83,-0.0006419081907808541,buy,-1.0,1.4029339996142713
0,34415.89,0.0013101367951634313,sell,1.0,1.4047732396332822
0,34467.04,0.0014851287365797424,sell,1.0,1.406861058696141
0,34471.8,0.00013809341751509663,buy,-1.0,1.4066667938582331
0,34548.51,0.0022228248927024293,sell,1.0,1.409797045535165
0,34604.66,0.0016239316965422131,sell,1.0,1.4120883195758342
0,34595.3,-0.00027052038923375434,buy,-1.0,1.412470369931554
0,34468.08,-0.0036841563183404057,buy,-1.0,1.4176837290876976
0,34434.22,-0.000982841000247176,buy,-1.0,1.4190777717309435
0,34384.42,-0.001447282558699373,buy,-1.0,1.4211330651758296
0,34394.82,0.0003024168362216637,buy,-1.0,1.4207033555893909
0,34469.64,0.0021729649645193987,sell,1.0,1.4237938507588725
0,34450.24,-0.0005629725563186237,buy,-1.0,1.42459563329231
0,34399.15,-0.0014841092819408593,buy,-1.0,1.426711458564298
0,34488.1,0.002582482228149518,sell,1.0,1.4304006771711324
0,34489.02,2.6675512113306827e-05,buy,-1.0,1.4303625210094615
0,34487.39,-4.726253512762281e-05,buy,-1.0,1.4304301251659153
0,34487.9,1.4787904480332964e-05,buy,-1.0,1.4304089722582625
0,34437.94,-0.001449674280341785,buy,-1.0,1.4324841031242208
0,34423.57,-0.0004173594278891647,buy,-1.0,1.433082088648729
0,34409.16,-0.0004186961699909829,buy,-1.0,1.4336822402623524
0,34421.8,0.00036727659013002036,buy,-1.0,1.4331557790221814
0,34375.72,-0.0013395833713429992,buy,-1.0,1.4350768971339576
0,34276.02,-0.002904516916567856,buy,-1.0,1.4392511614343126
0,34336.47,0.0017620703064673755,sell,1.0,1.4417894588419087
0,34296.28,-0.0011711611320770615,buy,-1.0,1.443479015795341
0,34297.48,3.4988605381175004e-05,buy,-1.0,1.4434285113612262
0,34360.63,0.0018395501364079274,sell,1.0,1.4460862142155602
0,34378.25,0.0005126647506016029,buy,-1.0,1.445345046788641
0,34361.11,-0.0004986953720611076,buy,-1.0,1.446066013430928
0,34453.29,0.002679092025373096,sell,1.0,1.4499453515872933
0,34487.36,0.0009883864678851143,sell,1.0,1.4513791664168372
0,34368.4,-0.0034553425409624607,buy,-1.0,1.4564028528740756
0,34251.46,-0.0034083460154513898,buy,-1.0,1.4613752467403545
