,price,return,signal,prediction,strategy
0,35822.72,,buy,-1.0,
0,35767.91,-0.001531206268443894,buy,-1.0,1.0015323791633337
0,35780.31,0.0003466193882711896,buy,-1.0,1.0011852887803376
0,35798.06,0.0004959598930190948,buy,-1.0,1.000688864145152
0,35774.29,-0.0006642230099730794,buy,-1.0,1.0013537655114888
0,35811.81,0.001048248289420904,buy,-1.0,1.0003046481035165
0,35804.15,-0.00021391879768714315,buy,-1.0,1.0005186549603884
0,35813.15,0.0002513359215545831,buy,-1.0,1.0002672202808185
0,35805.91,-0.0002021808168010346,buy,-1.0,1.000469475569815
0,35835.6,0.0008288491322901208,buy,-1.0,0.999640580874884
0,35858.41,0.0006363153844972689,buy,-1.0,0.9990046965272578
0,35805.05,-0.0014891831865562486,buy,-1.0,1.0004935058043485
0,35840.66,0.0009940582048063556,sell,1.0,1.0014885490661702
0,35803.74,-0.0010306458918808953,buy,-1.0,1.0025212612138823
0,35916.79,0.0031525169606986337,sell,1.0,1.0056867134426224
0,35926.88,0.00028088765694564427,buy,-1.0,1.0054042681276205
0,35912.12,-0.00041091886601106963,buy,-1.0,1.0058174926044143
0,36026.59,0.0031824339527792636,sell,1.0,1.009023539153001
0,35970.94,-0.0015458866736825898,buy,-1.0,1.0105845814819991
0,35993.32,0.0006219754283995927,buy,-1.0,1.009956218137535
0,36002.69,0.00026029220377366084,buy,-1.0,1.0096933686181255
0,36007.08,0.00012192789965692995,buy,-1.0,1.0095702663313466
0,35999.73,-0.00020414735843807011,buy,-1.0,1.0097763884733053
0,35997.69,-5.666869731014605e-05,buy,-1.0,1.0098336128072134
0,36040.3,0.0011829870591682184,sell,1.0,1.0110289397918537
0,36062.54,0.0006168966633022619,sell,1.0,1.0116528325902203
0,36051.11,-0.00031699962755224226,buy,-1.0,1.0119735769966065
0,36078.33,0.0007547542665564679,sell,1.0,1.0127376566814164
0,36134.76,0.0015628748606720752,sell,1.0,1.0143216763953702
0,36101.77,-0.0009133883450264552,buy,-1.0,1.0152485692348152
0,36138.21,0.0010088597225723108,sell,1.0,1.0162733294574557
0,36165.95,0.0007673141175013323,sell,1.0,1.0170534295830334
0,36173.72,0.00021481989148919927,sell,1.0,1.0172719363593756
0,36203.57,0.0008248444143849904,sell,1.0,1.0181113735889535
0,36180.71,-0.0006316288774305323,buy,-1.0,1.01875464526605
0,36186.87,0.00017024197893266124,sell,1.0,1.018928094836687
0,36235.29,0.0013371599856885248,sell,1.0,1.020291476039648
0,36228.77,-0.0001799512756420232,sell,1.0,1.020107889805792
0,36247.18,0.0005080306059034066,sell,1.0,1.0206262674998545
0,36056.55,-0.005273045849932972,buy,-1.0,1.0260222908402323
0,36006.99,-0.0013754530463930283,buy,-1.0,1.0274345073219222
0,35919.52,-0.0024322059591096673,buy,-1.0,1.0299364810775695
0,35934.88,0.000427531236332417,buy,-1.0,1.0294962451744762
0,35897.06,-0.0010530135617856386,buy,-1.0,1.0305808896549016
0,35947.58,0.0014063681946723976,buy,-1.0,1.0291325321703262
0,35880.22,-0.0018755974635713249,buy,-1.0,1.031064581844687
0,35896.96,0.0004664435215622904,buy,-1.0,1.030583760596869
0,35698.67,-0.0055391790533182335,buy,-1.0,1.036308188254503
0,35527.79,-0.0047982260482132165,buy,-1.0,1.0412925777481623
0,35503.77,-0.0006763191154912364,buy,-1.0,1.0419970620245507
0,35536.14,0.0009113187851808566,buy,-1.0,1.0410479030866995
0,35572.59,0.0010251906676566722,buy,-1.0,1.039981177383918
0,35585.7,0.00036847428875349294,buy,-1.0,1.0395980416514325
0,35480.33,-0.0029654133547573026,buy,-1.0,1.0426854550336873
0,35483.91,0.00010089588792994274,buy,-1.0,1.0425802576659502
0,35505.6,0.000611076218865098,buy,-1.0,1.041943356281696
0,35443.86,-0.0017403942351092425,buy,-1.0,1.0437583274168045
0,35418.02,-0.0007293061133951382,buy,-1.0,1.0445198243943448
0,35463.12,0.0012725530680295645,buy,-1.0,1.043191462871721
0,35384.35,-0.002223651245622273,buy,-1.0,1.0455137378755124
0,35400.0,0.00044218814625003285,buy,-1.0,1.045051526293655
0,35420.94,0.0005913505415269664,buy,-1.0,1.0444337171965334
0,35437.94,0.0004798269553841346,buy,-1.0,1.0439326899587102
0,35398.1,-0.0011248512537055284,buy,-1.0,1.0451076196404718
0,35315.85,-0.0023262747192510642,buy,-1.0,1.0475416570971783
0,35291.03,-0.000703047663976331,buy,-1.0,1.0482783877601585
0,35267.79,-0.0006587411989144938,buy,-1.0,1.048969159417003
0,35294.31,0.0007516783442866739,buy,-1.0,1.0481809682862586
0,35278.23,-0.0004557013330755979,buy,-1.0,1.0486587346019167
0,35264.01,-0.0004031627062767071,buy,-1.0,1.0490815999313572
0,35245.82,-0.0005159564390818703,buy,-1.0,1.0496230200005385
0,35239.43,-0.0001813145308416607,buy,-1.0,1.0498133491601702
0,35222.9,-0.0004691868776759659,buy,-1.0,1.050306023376706
0,35212.39,-0.00029842995117945086,buy,-1.0,1.0506195129269948
0,35379.72,0.004740765317626073,sell,1.0,1.0556120784159628
0,35021.0,-0.010190893063192508,buy,-1.0,1.0664247098305248
0,34965.49,-0.0015863064897326134,buy,-1.0,1.0681177287369579
0,34992.88,0.0007830371519379459,buy,-1.0,1.067281680243947
0,35135.65,0.004071672320604317,sell,1.0,1.0716361605121738
0,35134.1,-4.4115711248582085e-05,buy,-1.0,1.0716834375464168
0,35183.9,0.0014164227744235655,sell,1.0,1.0732024699163885
0,35200.01,0.00045777508755422266,buy,-1.0,1.0727112969937003
0,35099.82,-0.0028503644413776083,buy,-1.0,1.0757732769367827
0,34929.74,-0.004857386920850057,buy,-1.0,1.0810114355643996
0,34886.81,-0.0012297945232353272,buy,-1.0,1.0823416753005286
0,34964.32,0.0022192921378096984,sell,1.0,1.0847463750495898
0,34981.66,0.000495811206168757,buy,-1.0,1.0842086789498802
0,34986.06,0.0001257722848705953,buy,-1.0,1.0840723241220611
0,35008.28,0.0006349085010709879,buy,-1.0,1.0833842558410145
0,35083.84,0.002156020655947562,sell,1.0,1.08572257450081
0,34929.27,-0.004415465935708848,buy,-1.0,1.0905271449467595
0,34978.41,0.0014058543522963232,buy,-1.0,1.0889950997822513
0,35087.82,0.003123047691501328,sell,1.0,1.0924013996645836
0,35125.05,0.0010604894370274062,buy,-1.0,1.0912435335801363
0,35102.24,-0.0006496050410640348,buy,-1.0,1.0919526411755767
0,35135.2,0.00093853085816843,buy,-1.0,1.090928290693634
0,35024.74,-0.003148808031121003,buy,-1.0,1.0943688284104027
0,34958.49,-0.0018933112915802998,buy,-1.0,1.0964427719612309
0,34895.0,-0.0018178051657292465,buy,-1.0,1.0984377039455213
0,34826.28,-0.0019712782741072078,buy,-1.0,1.1006051659602738
0,34816.7,-0.0002751174651178294,buy,-1.0,1.1009080033196417
0,34731.33,-0.0024549952853326583,buy,-1.0,1.1036140475812173
0,34783.45,0.0014995375017074842,buy,-1.0,1.101960377109774
0,34895.1,0.003204719258821438,sell,1.0,1.105497515493238
0,34987.23,0.0026367195649087422,sell,1.0,1.1084162486707443
0,34951.75,-0.0010145988129546001,buy,-1.0,1.1095414171817013
0,34918.58,-0.0009494731881727548,buy,-1.0,1.1105953972922302
0,35018.58,0.0028597120085972713,sell,1.0,1.11377592581685
0,34996.8,-0.0006221490393262002,buy,-1.0,1.1144690760381357
0,34899.79,-0.00277581673983758,buy,-1.0,1.1175669355114008
0,34904.19,0.0001260673103690181,buy,-1.0,1.1174260557340374
0,34925.59,0.0006129190345418468,buy,-1.0,1.116741373883489
0,34928.04,7.014667672994453e-05,buy,-1.0,1.1166630409347744
0,34966.2,0.0010919355812891256,sell,1.0,1.1178830309955412
0,34899.67,-0.0019045070249466573,buy,-1.0,1.1200140757318418
0,34809.85,-0.0025769808687998567,buy,-1.0,1.1229040526861302
0,34887.12,0.0022173139422859535,sell,1.0,1.1253966459076195
0,34861.09,-0.0007463991178690661,buy,-1.0,1.126236954535175
0,34833.07,-0.0008040846323334547,buy,-1.0,1.1271429085457192
0,34883.91,0.0014584684824828652,sell,1.0,1.1287880103260235
0,34924.54,0.001164042593347503,sell,1.0,1.1301027326968685
0,35014.55,0.0025739554144860745,sell,1.0,1.1330153135632177
0,35121.06,0.0030372611539031215,sell,1.0,1.1364618082646378
0,35003.95,-0.0033400382794052017,buy,-1.0,1.1402639803728107
0,34933.58,-0.0020123680017772837,buy,-1.0,1.1425609214907502
0,34872.0,-0.0017643293265137262,buy,-1.0,1.1445785545931073
0,34865.13,-0.00019702560235057852,buy,-1.0,1.1448040880894705
0,34870.11,0.00014282592297577848,buy,-1.0,1.144640592064976
0,34877.32,0.00020674596972757606,buy,-1.0,1.1444039666972934
0,34901.1,0.0006815861098774682,buy,-1.0,1.1436242226110593
0,34983.28,0.0023518857255551543,sell,1.0,1.1463170614790084
0,35016.1,0.000937722659970725,buy,-1.0,1.1452426378293803
0,35015.15,-2.713074520462144e-05,buy,-1.0,1.1452737095370822
0,35043.72,0.0008155998400698784,buy,-1.0,1.1443400052990198
0,35148.9,0.0029968984979323065,sell,1.0,1.147774620167457
0,35152.66,0.00010696775444486118,buy,-1.0,1.147651851859971
0,35130.6,-0.0006277455179064462,buy,-1.0,1.1483725113378063
0,35098.26,-0.0009209889577006599,buy,-1.0,1.149430636926273
0,35092.08,-0.00017609260807032568,buy,-1.0,1.1496330609870926
0,35170.9,0.0022435721645299865,sell,1.0,1.1522152412929338
0,35164.37,-0.0001856820914673179,buy,-1.0,1.152429206892933
0,35309.48,0.004118129067065009,sell,1.0,1.1571848445515127
0,35261.14,-0.0013699754249150934,buy,-1.0,1.1587712457678552
0,35338.21,0.0021833070875288464,sell,1.0,1.1613039630853137
0,35382.19,0.0012437714059772113,sell,1.0,1.1627492583704029
0,35511.09,0.0036364558684754997,sell,1.0,1.1669852420504392
0,35473.81,-0.001050364328962251,buy,-1.0,1.1682116456936802
0,35459.05,-0.0004161681966024091,buy,-1.0,1.168697919406327
0,35443.91,-0.00042706257200282366,buy,-1.0,1.1691971331358453
0,35564.78,0.0034043753444245295,sell,1.0,1.1731843020876376
0,35517.36,-0.0013342312720086465,buy,-1.0,1.1747506459714452
0,35506.6,-0.00030299634327129787,buy,-1.0,1.1751066450519165
0,35505.32,-3.605028564610023e-05,buy,-1.0,1.1751490087457421
0,35237.76,-0.0075643094925129635,buy,-1.0,1.1840719047748884
0,35021.51,-0.006155790769721982,buy,-1.0,1.1913832842501757
0,34959.11,-0.0017833513489243107,buy,-1.0,1.1935098348670883
0,35002.58,0.0012426802609845475,sell,1.0,1.1949939079033203
0,34886.78,-0.0033138121731268507,buy,-1.0,1.1989604618396599
0,34878.55,-0.00023593380947740142,buy,-1.0,1.1992433705213836
0,34811.77,-0.0019164790874729195,buy,-1.0,1.2015438991151157
0,34808.0,-0.00010830256990741352,buy,-1.0,1.2016740364542233
0,34845.41,0.0010741757969105375,buy,-1.0,1.200383920318303
0,34789.7,-0.001600055256195539,buy,-1.0,1.2023061383368816
0,34877.79,0.0025288709826064367,sell,1.0,1.2053504631722811
0,34975.06,0.0027849991194522634,sell,1.0,1.2087120419750883
0,34979.15,0.00011693363429205284,buy,-1.0,1.2085707111465325
0,34948.01,-0.0008906411202302858,buy,-1.0,1.2096475934052104
0,35047.02,0.002829059892857727,sell,1.0,1.2130746042199332
0,34982.98,-0.0018289309681874225,buy,-1.0,1.2152952640280525
0,35036.11,0.001517586423840577,buy,-1.0,1.2134523471808965
0,35169.02,0.0037863375165605065,sell,1.0,1.2180555965560071
0,35222.29,0.0015135393891449282,sell,1.0,1.2199005675454901
0,35150.0,-0.002054502572756773,buy,-1.0,1.2224094327525419
0,35158.6,0.0002446357925741526,buy,-1.0,1.2221104242276952
0,35060.34,-0.0027986769420293737,buy,-1.0,1.2255355071072285
0,34972.9,-0.002497101246097016,buy,-1.0,1.2285996174538525
0,34956.56,-0.0004673280845407684,buy,-1.0,1.2291739107409838
0,34857.9,-0.0028263504631210047,buy,-1.0,1.2326529010999467
0,34913.88,0.0016046605665520721,sell,1.0,1.2346324784526723
0,34860.13,-0.0015406885925660367,buy,-1.0,1.2365361287177985
0,34843.11,-0.0004883560746461248,buy,-1.0,1.2371401461235576
0,34875.21,0.0009208484159771484,buy,-1.0,1.2360014519424884
0,34882.2,0.000200408817454551,buy,-1.0,1.2357537711726667
0,34941.2,0.0016899782606441512,sell,1.0,1.2378439338487361
0,35043.06,0.0029109423155036515,sell,1.0,1.2414524757162686
0,34916.57,-0.0036160893884940163,buy,-1.0,1.2459498053123128
0,34901.65,-0.0004273956061072637,buy,-1.0,1.2464824325977064
0,34889.04,-0.000361366254932356,buy,-1.0,1.2469329506823272
0,34956.56,0.001933408003735419,sell,1.0,1.249346112891149
0,34931.81,-0.0007082723787849903,buy,-1.0,1.2502313036755388
