timestamp,close,return,prediction,strategy,buys,sells
2021-05-26 12:11:00+00:00,59.42,1.0015169391538852,1,1.0015169391538852,,59.42
2021-05-26 12:22:00+00:00,59.5,1.002865329512894,1,1.002865329512894,,59.5
2021-05-26 12:25:00+00:00,59.49,1.0026967807180178,-1,1.0030339066400604,59.49,
2021-05-26 12:28:00+00:00,59.5,1.002865329512894,-1,1.002865329512894,59.5,
2021-05-26 12:31:00+00:00,59.4,1.0011798415641329,-1,1.0045536549834544,59.4,
2021-05-26 12:33:00+00:00,59.53,1.0033709758975224,1,1.0067521730835867,,59.53
2021-05-26 12:39:00+00:00,59.45,1.0020225855385136,-1,1.0081069279001835,59.45,
2021-05-26 12:40:00+00:00,59.49,1.002696780718018,-1,1.0074290950355673,59.49,
2021-05-26 12:41:00+00:00,59.49,1.002696780718018,-1,1.0074290950355673,59.49,
2021-05-26 12:45:00+00:00,59.41,1.0013483903590092,-1,1.0087856735173524,59.41,
2021-05-26 12:46:00+00:00,59.38,1.000842743974381,-1,1.0092953328337133,59.38,
2021-05-26 12:47:00+00:00,59.35,1.0003370975897525,-1,1.0098055073911694,59.35,
2021-05-26 12:48:00+00:00,59.34,1.0001685487948764,-1,1.0099756802100759,59.34,
2021-05-26 12:58:00+00:00,59.37,1.0006741951795048,-1,1.0094653337319506,59.37,
2021-05-26 13:02:00+00:00,59.32,0.9998314512051243,-1,1.0103161979714412,59.32,
2021-05-26 13:03:00+00:00,59.3,0.999494353615372,-1,1.0106569454243828,59.3,
2021-05-26 13:04:00+00:00,59.3,0.999494353615372,-1,1.0106569454243828,59.3,
2021-05-26 13:06:00+00:00,59.2,0.997808865666611,-1,1.0123641362105724,59.2,
2021-05-26 13:11:00+00:00,59.18,0.9974717680768587,-1,1.0127062667060813,59.18,
2021-05-26 13:17:00+00:00,59.35,1.0003370975897528,1,1.0156153587192622,,59.35
2021-05-26 13:19:00+00:00,59.19,0.9976403168717347,-1,1.0183607288391319,59.19,
2021-05-26 13:20:00+00:00,59.3,0.9994943536153721,1,1.0202532728528557,,59.3
2021-05-26 13:22:00+00:00,59.47,1.0023596831282662,1,1.0231781136013378,,59.47
2021-05-26 13:23:00+00:00,59.52,1.0032024271026467,-1,1.0223185889763367,59.52,
2021-05-26 13:24:00+00:00,59.42,1.0015169391538856,-1,1.024039084750447,59.42,
2021-05-26 13:26:00+00:00,59.53,1.0033709758975229,1,1.0259348151328527,,59.53
2021-05-26 13:28:00+00:00,59.46,1.00219113433339,-1,1.0271426092307219,59.46,
2021-05-26 13:29:00+00:00,59.94,1.0102814764874437,1,1.0354343760055411,,59.94
2021-05-26 13:30:00+00:00,60.02,1.0116298668464527,-1,1.0340542568772428,60.02,
2021-05-26 13:31:00+00:00,60.47,1.019214562615878,1,1.0418070795296046,,60.47
2021-05-26 13:32:00+00:00,60.31,1.0165177818978601,-1,1.0445709517352875,60.31,
2021-05-26 13:38:00+00:00,60.1993,1.0146519467385815,-1,1.0464918047079483,60.1993,
2021-05-26 13:55:00+00:00,60.53,1.0202258553851347,1,1.0522406230466486,,60.53
2021-05-26 14:01:00+00:00,60.33,1.0168548794876122,-1,1.0557289062326147,60.33,
2021-05-26 14:06:00+00:00,61.01,1.0283161975391881,1,1.0676283866940464,,61.01
2021-05-26 14:12:00+00:00,61.1001,1.029834822181022,-1,1.0660540305532031,61.1001,
2021-05-26 14:18:00+00:00,61.2,1.0315186246418346,-1,1.0643138541209767,61.2,
2021-05-26 14:45:00+00:00,60.95,1.0273049047699316,-1,1.0686793744414071,60.95,
2021-05-26 14:56:00+00:00,61.201,1.031535479521322,-1,1.0642964636558843,61.201,
2021-05-26 14:57:00+00:00,61.23,1.0320242710264627,-1,1.0637923872644746,61.23,
2021-05-26 14:58:00+00:00,61.21,1.0316871734367106,-1,1.0641399750400877,61.21,
2021-05-26 14:59:00+00:00,61.22,1.0318557222315865,-1,1.0639661527638644,61.22,
2021-05-26 15:00:00+00:00,61.22,1.0318557222315865,-1,1.0639661527638644,61.22,
2021-05-26 15:06:00+00:00,61.048,1.0289566829597174,-1,1.0669638296455868,61.048,
2021-05-26 15:07:00+00:00,61.0245,1.0285605932917585,-1,1.067374708063217,61.0245,
2021-05-26 15:13:00+00:00,60.935,1.0270520815776172,-1,1.0689424447723603,60.935,
2021-05-26 15:35:00+00:00,60.755,1.024018203269847,-1,1.0721094209892812,60.755,
2021-05-26 16:02:00+00:00,61.21,1.0316871734367106,1,1.0801385508806503,,61.21
2021-05-26 16:13:00+00:00,61.0874,1.0296207652115292,-1,1.0823063463071698,61.0874,
2021-05-26 16:14:00+00:00,61.1,1.029833136693073,-1,1.0820831538364093,61.1,
2021-05-26 16:15:00+00:00,61.075,1.029411764705883,-1,1.0825260859501369,61.075,
2021-05-26 16:16:00+00:00,61.065,1.0292432159110065,-1,1.0827033603439715,61.065,
2021-05-26 16:17:00+00:00,61.005,1.02823192314175,-1,1.0837682271847326,61.005,
2021-05-26 16:18:00+00:00,61.0285,1.028628012809709,-1,1.0833509048953294,61.0285,
2021-05-26 16:19:00+00:00,61.09,1.0296645878981971,-1,1.0822602831789918,61.09,
2021-05-26 16:20:00+00:00,61.0846,1.029573571548964,-1,1.0823559571382084,61.0846,
2021-05-26 16:21:00+00:00,61.0729,1.0293763694589588,-1,1.0825633087573148,61.0729,
2021-05-26 16:27:00+00:00,60.845,1.0255351424237322,-1,1.0866181395250984,60.845,
2021-05-26 16:28:00+00:00,60.78,1.0244395752570374,-1,1.0877802023594045,60.78,
2021-05-26 16:37:00+00:00,60.53,1.0202258553851344,-1,1.0922729340724369,60.53,
2021-05-26 16:38:00+00:00,60.52,1.0200573065902585,-1,1.0924534153900298,60.52,
2021-05-26 16:39:00+00:00,60.489,1.0195348053261424,-1,1.0930132867034439,60.489,
