timestamp,close,return,prediction,strategy,buys,sells
2021-05-25 22:01:00+00:00,606.0,1.0004127115146513,1,1.0004127115146513,,606.0
2021-05-25 22:02:00+00:00,606.0,1.0004127115146513,-1,1.0004127115146513,606.0,
2021-05-25 22:03:00+00:00,606.5,1.0012381345439538,1,1.0012381345439538,,606.5
2021-05-25 22:05:00+00:00,606.0,1.0004127115146513,-1,1.0020642386153595,606.0,
2021-05-25 22:08:00+00:00,606.05,1.0004952538175813,-1,1.0019815668689185,606.05,
2021-05-25 22:09:00+00:00,606.57,1.001353693768056,1,1.0028412820983086,,606.57
2021-05-25 22:19:00+00:00,606.5,1.0012381345439534,-1,1.0029570263518073,606.5,
2021-05-25 22:20:00+00:00,606.3,1.0009079653322324,-1,1.0032878714866753,606.3,
2021-05-25 22:23:00+00:00,606.66,1.0015022699133302,1,1.0038835891738518,,606.66
2021-05-25 22:26:00+00:00,606.5,1.0012381345439534,-1,1.0041484224372776,606.5,
2021-05-25 22:27:00+00:00,606.68,1.0015352868345022,-1,1.0038504948378206,606.68,
2021-05-25 22:28:00+00:00,606.5,1.0012381345439534,-1,1.0041484224372779,606.5,
2021-05-25 22:31:00+00:00,606.5,1.0012381345439534,-1,1.0041484224372779,606.5,
2021-05-25 22:32:00+00:00,606.49,1.0012216260833673,-1,1.004164979155813,606.49,
2021-05-25 22:33:00+00:00,606.33,1.0009574907139904,-1,1.004429960925913,606.33,
2021-05-25 22:34:00+00:00,606.2,1.0007428807263719,-1,1.0046453616103743,606.2,
2021-05-25 22:35:00+00:00,606.49,1.0012216260833673,1,1.005125973875084,,606.49
2021-05-25 22:38:00+00:00,606.15,1.0006603384234414,-1,1.0056897663870323,606.15,
2021-05-25 22:42:00+00:00,606.5,1.0012381345439534,1,1.0062704665738433,,606.5
2021-05-25 22:43:00+00:00,606.5,1.0012381345439534,-1,1.0062704665738433,606.5,
2021-05-25 22:44:00+00:00,606.2001,1.0007430458109776,-1,1.0067682898386787,606.2001,
2021-05-25 22:45:00+00:00,606.55,1.0013206768468836,-1,1.0061875162427434,606.55,
