timestamp,close,return,prediction,strategy,buys,sells,human-return,human-strategy
2021-05-28 09:05:00+00:00,627.4,0.9996813256851497,-1,1.000318775900542,627.4,,-0.03186743148503979,0.03187759005420787
2021-05-28 09:28:00+00:00,629.0,1.0022307202039513,1,1.0028697960494755,,629.0,0.2230720203951364,0.2869796049475468
2021-05-28 09:32:00+00:00,628.79,1.0018961121733585,-1,1.0032047292659236,628.79,,0.18961121733585173,0.32047292659235893
2021-05-28 09:34:00+00:00,628.5,1.0014340344168258,-1,1.0036676240495148,628.5,,0.14340344168257957,0.36676240495148704
2021-05-28 09:35:00+00:00,628.19,1.000940089228808,-1,1.004162915224884,628.19,,0.09400892288080342,0.4162915224884074
2021-05-28 09:38:00+00:00,628.5,1.001434034416826,-1,1.0036676240495148,628.5,,0.14340344168259378,0.36676240495148704
2021-05-28 09:44:00+00:00,629.0,1.0022307202039513,-1,1.0028697960494755,629.0,,0.2230720203951364,0.2869796049475468
2021-05-28 09:47:00+00:00,629.0,1.0022307202039513,-1,1.0028697960494755,629.0,,0.2230720203951364,0.2869796049475468
2021-05-28 09:48:00+00:00,628.84,1.0019757807520713,-1,1.003124962971694,628.84,,0.197578075207133,0.3124962971694032
2021-05-28 09:51:00+00:00,628.5,1.0014340344168258,-1,1.0036676240495148,628.5,,0.14340344168257957,0.36676240495148704
2021-05-28 10:00:00+00:00,628.37,1.0012268961121733,-1,1.0038752673028948,628.37,,0.12268961121732502,0.3875267302894798
2021-05-28 10:02:00+00:00,629.0,1.0022307202039515,1,1.0048817466357733,,629.0,0.22307202039515062,0.48817466357733963
2021-05-28 10:10:00+00:00,628.7,1.0017527087316762,-1,1.0053612512070962,628.7,,0.17527087316761936,0.5361251207096132
2021-05-28 10:15:00+00:00,628.91,1.002087316762269,1,1.0056970645723793,,628.91,0.20873167622690403,0.5697064572379276
2021-05-28 10:17:00+00:00,629.0,1.0022307202039515,-1,1.0055531651513752,629.0,,0.22307202039515062,0.5553165151375197
2021-05-28 10:25:00+00:00,628.55,1.0015137029955385,-1,1.0062730743460584,628.55,,0.15137029955386083,0.6273074346058394
2021-05-28 10:26:00+00:00,628.55,1.0015137029955385,-1,1.0062730743460584,628.55,,0.15137029955386083,0.6273074346058394
2021-05-28 10:28:00+00:00,628.55,1.0015137029955385,-1,1.0062730743460584,628.55,,0.15137029955386083,0.6273074346058394
2021-05-28 10:31:00+00:00,628.55,1.0015137029955385,-1,1.0062730743460584,628.55,,0.15137029955386083,0.6273074346058394
2021-05-28 10:35:00+00:00,625.0,0.9958572339069471,-1,1.011988705408344,625.0,,-0.41427660930528987,1.198870540834406
2021-05-28 10:36:00+00:00,623.97,0.9942160611854685,-1,1.0136592157959758,623.97,,-0.5783938814531524,1.3659215795975825
2021-05-28 10:38:00+00:00,624.98,0.995825366475462,1,1.015299993089682,,624.98,-0.41746335245379385,1.5299993089682005
2021-05-28 10:40:00+00:00,625.99,0.9974346717654556,1,1.0169407703833884,,625.99,-0.2565328234544353,1.6940770383388326
2021-05-28 10:41:00+00:00,627.0,0.9990439770554492,1,1.0185815476770947,,627.0,-0.09560229445507673,1.858154767709479
2021-05-28 11:00:00+00:00,628.0,1.0006373486297004,1,1.0202060796510615,,628.0,0.06373486297005115,2.0206079651061515
2021-05-28 11:01:00+00:00,628.01,1.000653282345443,-1,1.020189834590001,628.01,,0.06532823454431025,2.018983459000083
2021-05-28 11:02:00+00:00,628.8,1.0019120458891013,1,1.021473173978428,,628.8,0.19120458891012504,2.147317397842798
2021-05-28 11:03:00+00:00,628.21,1.0009719566602935,-1,1.0224325174665088,628.21,,0.09719566602935004,2.24325174665087
2021-05-28 11:04:00+00:00,628.5,1.0014340344168262,-1,1.021960750672451,628.5,,0.1434034416826222,2.196075067245104
2021-05-28 11:05:00+00:00,628.5,1.0014340344168262,-1,1.021960750672451,628.5,,0.1434034416826222,2.196075067245104
2021-05-28 11:06:00+00:00,628.92,1.0021032504780114,1,1.022643683870991,,628.92,0.2103250478011347,2.264368387099097
2021-05-28 11:07:00+00:00,628.93,1.002119184193754,-1,1.0226274238152793,628.93,,0.2119184193753938,2.2627423815279286
2021-05-28 11:08:00+00:00,628.6,1.0015933715742513,-1,1.0231642788102824,628.6,,0.15933715742512788,2.3164278810282326
2021-05-28 11:09:00+00:00,628.4,1.001274697259401,-1,1.023489919892017,628.4,,0.12746972594011652,2.348991989201707
2021-05-28 11:10:00+00:00,628.4,1.001274697259401,-1,1.023489919892017,628.4,,0.12746972594011652,2.348991989201707
2021-05-28 11:11:00+00:00,628.45,1.0013543658381137,-1,1.0234084901903786,628.45,,0.13543658381136936,2.3408490190378615
2021-05-28 11:14:00+00:00,628.13,1.0008444869343534,-1,1.0239298642958359,628.13,,0.08444869343533412,2.392986429583587
2021-05-28 11:15:00+00:00,628.15,1.0008763543658383,-1,1.0238972628514582,628.15,,0.0876354365838381,2.3897262851458265
2021-05-28 11:16:00+00:00,628.0,1.0006373486297007,-1,1.0241418242995914,628.0,,0.06373486297006536,2.4141824299591406
2021-05-28 11:17:00+00:00,627.01,0.999059910771192,-1,1.0257588645478437,627.01,,-0.09400892288078921,2.575886454784367
2021-05-28 11:18:00+00:00,627.11,0.9992192479286172,-1,1.0255952953391645,627.11,,-0.07807520713828353,2.5595295339164466
2021-05-28 11:19:00+00:00,627.65,1.0000796685787126,1,1.0264784282177393,,627.65,0.007966857871252842,2.6478428217739207
2021-05-28 11:21:00+00:00,628.59,1.0015774378585087,1,1.0280157335989626,,628.59,0.1577437858508688,2.8015733598962527
2021-05-28 11:22:00+00:00,628.72,1.0017845761631614,-1,1.0278031714960107,628.72,,0.17845761631613755,2.780317149601075
2021-05-28 11:23:00+00:00,628.0,1.0006373486297007,-1,1.0289815445588724,628.0,,0.06373486297006536,2.898154455887237
2021-05-28 11:25:00+00:00,628.0,1.0006373486297007,-1,1.0289815445588724,628.0,,0.06373486297006536,2.898154455887237
2021-05-28 11:26:00+00:00,628.01,1.0006532823454433,-1,1.0289651597633347,628.01,,0.06532823454432446,2.8965159763334754
2021-05-28 11:28:00+00:00,628.5,1.0014340344168262,1,1.0297680019605673,,628.5,0.1434034416826222,2.976800196056729
2021-05-28 11:29:00+00:00,628.12,1.0008285532186108,-1,1.0303909909447502,628.12,,0.08285532186107503,3.03909909447502
2021-05-28 11:30:00+00:00,629.35,1.0027884002549396,1,1.0324087278721876,,629.35,0.27884002549396314,3.2408727872187626
2021-05-28 11:31:00+00:00,628.71,1.001768642447419,-1,1.0334596759815515,628.71,,0.17686424474190687,3.3459675981551555
2021-05-28 11:33:00+00:00,628.48,1.0014021669853412,-1,1.0338378832840525,628.48,,0.14021669853411822,3.3837883284052452
2021-05-28 11:34:00+00:00,628.5,1.0014340344168262,-1,1.0338049847038366,628.5,,0.1434034416826222,3.3804984703836567
2021-05-28 11:35:00+00:00,628.6,1.0015933715742515,-1,1.0336405232045198,628.6,,0.1593371574251563,3.364052320451975
2021-05-28 11:36:00+00:00,628.77,1.001864244741874,-1,1.0333610587120272,628.77,,0.1864244741873904,3.3361058712027187
2021-05-28 11:37:00+00:00,628.99,1.0022147864882092,1,1.0337226208618062,,628.99,0.22147864882091994,3.3722620861806263
2021-05-28 11:38:00+00:00,628.73,1.001800509878904,-1,1.0341500982868124,628.73,,0.18005098789039664,3.415009828681235
2021-05-28 11:39:00+00:00,628.5,1.0014340344168262,-1,1.0345285462145863,628.5,,0.1434034416826222,3.4528546214586413
2021-05-28 11:42:00+00:00,628.0,1.0006373486297007,-1,1.0353522154392796,628.0,,0.06373486297006536,3.5352215439279604
2021-05-28 11:48:00+00:00,627.99,1.000621414913958,-1,1.0353687022020535,627.99,,0.06214149139580627,3.536870220205344
2021-05-28 11:51:00+00:00,627.82,1.0003505417463356,-1,1.0356490575258315,627.82,,0.03505417463355798,3.564905752583144
2021-05-28 11:52:00+00:00,628.5,1.0014340344168262,1,1.0367707824774377,,628.5,0.1434034416826222,3.677078247743765
2021-05-28 11:53:00+00:00,628.82,1.0019439133205865,1,1.0372986530428996,,628.82,0.19439133205865744,3.7298653042899588
2021-05-28 11:55:00+00:00,628.22,1.0009878903760359,-1,1.038289355649989,628.22,,0.09878903760358071,3.8289355649989005
2021-05-28 11:59:00+00:00,628.67,1.0017049075844489,1,1.0390330922550675,,628.67,0.1704907584448847,3.903309225506746
2021-05-28 12:00:00+00:00,628.94,1.0021351179094968,-1,1.038587041860898,628.94,,0.2135117909496813,3.8587041860897955
2021-05-28 12:02:00+00:00,628.1,1.0007966857871258,-1,1.0399760135456029,628.1,,0.07966857871257105,3.997601354560288
