timestamp,close,return,prediction,strategy,buys,sells
2021-05-25 00:11:00,1.5856,0.9972327044025157,-1,1.0027749747729566,1.5856,
2021-05-25 00:12:00,1.5787,0.9928930817610063,-1,1.0071577880534617,1.5787,
2021-05-25 00:13:00,1.579,0.9930817610062893,-1,1.006966434452185,1.579,
2021-05-25 00:14:00,1.5807,0.9941509433962264,1,1.0080505655089098,,1.5807
2021-05-25 00:15:00,1.58,0.9937106918238995,-1,1.0084971701898315,1.58,
2021-05-25 00:16:00,1.5896,0.999748427672956,1,1.014624747932757,,1.5896
2021-05-25 00:17:00,1.5911,1.0006918238993712,1,1.0155821819550892,,1.5911
2021-05-25 00:18:00,1.5939,1.0024528301886795,1,1.0173693921301092,,1.5939
2021-05-25 00:19:00,1.5975,1.0047169811320757,1,1.0196672337837063,,1.5975
2021-05-25 00:20:00,1.5965,1.0040880503144658,-1,1.0203059229373446,1.5965,
2021-05-25 00:21:00,1.5999,1.0062264150943399,-1,1.0181376373332525,1.5999,
2021-05-25 00:22:00,1.6,1.0062893081761008,-1,1.018074003730919,1.6,
2021-05-25 00:23:00,1.6053,1.009622641509434,1,1.0214463738682775,,1.6053
2021-05-25 00:24:00,1.6121,1.0138993710691826,1,1.0257731883841341,,1.6121
2021-05-25 00:25:00,1.6269,1.0232075471698117,1,1.0351903729186451,,1.6269
2021-05-25 00:26:00,1.6129,1.0144025157232708,-1,1.0441758433265198,1.6129,
2021-05-25 00:27:00,1.6113,1.0133962264150946,-1,1.0452126963950499,1.6113,
2021-05-25 00:28:00,1.6146,1.015471698113208,1,1.0473533293610424,,1.6146
2021-05-25 00:29:00,1.6202,1.0189937106918243,1,1.050985918636666,,1.6202
2021-05-25 00:30:00,1.6101,1.0126415094339627,-1,1.0575786506273686,1.6101,
2021-05-25 00:31:00,1.6145,1.015408805031447,1,1.0604687481758193,,1.6145
2021-05-25 00:32:00,1.6177,1.017421383647799,1,1.0625706373019652,,1.6177
2021-05-25 00:33:00,1.6128,1.0143396226415098,-1,1.0657989335090456,1.6128,
2021-05-25 00:34:00,1.6173,1.017169811320755,1,1.068772702854774,,1.6173
2021-05-25 00:35:00,1.6378,1.0300628930817612,1,1.0823198743186475,,1.6378
2021-05-25 00:36:00,1.6378,1.0300628930817612,-1,1.0823198743186475,1.6378,
2021-05-25 00:37:00,1.6423,1.0328930817610065,1,1.085293643664376,,1.6423
2021-05-25 00:38:00,1.6386,1.0305660377358494,-1,1.0877442639997588,1.6386,
2021-05-25 00:39:00,1.6449,1.0345283018867926,1,1.0919263638796552,,1.6449
2021-05-25 00:40:00,1.6418,1.0325786163522013,-1,1.0939881081408485,1.6418,
2021-05-25 00:41:00,1.6383,1.0303773584905662,-1,1.0963252615184305,1.6383,
2021-05-25 00:42:00,1.6449,1.0345283018867926,1,1.1007418804075362,,1.6449
2021-05-25 00:43:00,1.6499,1.037672955974843,1,1.1040878038083737,,1.6499
2021-05-25 00:44:00,1.6407,1.0318867924528303,-1,1.1102788245891604,1.6407,
2021-05-25 00:45:00,1.6399,1.0313836477987421,-1,1.1108204570421585,1.6399,
2021-05-25 00:46:00,1.6295,1.0248427672955975,-1,1.117910075178543,1.6295,
2021-05-25 00:47:00,1.6297,1.0249685534591195,-1,1.1177728830480675,1.6297,
2021-05-25 00:48:00,1.6297,1.0249685534591195,-1,1.1177728830480675,1.6297,
2021-05-25 00:49:00,1.6276,1.0236477987421384,-1,1.1192150820247209,1.6276,
2021-05-25 00:50:00,1.6313,1.0259748427672957,1,1.1217593777997834,,1.6313
2021-05-25 00:51:00,1.6367,1.02937106918239,1,1.1254726743363608,,1.6367
2021-05-25 00:52:00,1.6316,1.0261635220125787,-1,1.128990638689827,1.6316,
2021-05-25 00:53:00,1.6267,1.0230817610062894,-1,1.1323914219501579,1.6267,
2021-05-25 00:54:00,1.6268,1.0231446540880504,-1,1.132321813429015,1.6268,
2021-05-25 00:55:00,1.624,1.0213836477987424,-1,1.1342740924176857,1.624,
2021-05-25 00:56:00,1.6239,1.0213207547169811,-1,1.134343941182537,1.6239,
2021-05-25 00:57:00,1.6203,1.019056603773585,-1,1.1368642387744994,1.6203,
2021-05-25 00:58:00,1.6164,1.0166037735849058,-1,1.1396072296995308,1.6164,
2021-05-25 00:59:00,1.6043,1.008993710691824,-1,1.1482024098275394,1.6043,
2021-05-25 01:00:00,1.6203,1.0190566037735853,1,1.1596536586944848,,1.6203
2021-05-25 01:01:00,1.6217,1.0199371069182392,-1,1.1586525394232434,1.6217,
2021-05-25 01:02:00,1.6285,1.0242138364779878,1,1.1635109209167862,,1.6285
2021-05-25 01:03:00,1.6301,1.025220125786164,-1,1.1623688943702755,1.6301,
2021-05-25 01:04:00,1.6201,1.0189308176100633,-1,1.169543568121095,1.6201,
2021-05-25 01:05:00,1.6269,1.0232075471698117,1,1.1744524603272695,,1.6269
2021-05-25 01:06:00,1.6265,1.0229559748427677,-1,1.17474128970577,1.6265,
2021-05-25 01:07:00,1.6247,1.0218238993710693,-1,1.1760427818713823,1.6247,
2021-05-25 01:08:00,1.6193,1.018427672955975,-1,1.1799646190986446,1.6193,
2021-05-25 01:09:00,1.6188,1.01811320754717,-1,1.1803290756773135,1.6188,
